idx,cluster,is_noise,probability,doc_id,period,year,x_2d,y_2d,text_preview
686,57,False,1.0,pancratova_1952,1947-1953,1952,-5.2861,1.4768,"В 1924 г. Советское правительство с громадным напряжением проводило финансовую реформу, заменяя обесцененные бумажные совзнаки червонцами с твёрдым зо"
687,-1,True,0.0,pancratova_1952,1947-1953,1952,-0.918,1.3886,"Осенью 1923 г. троцкисты втянули партию в новую острую дискуссию. Но партия сплотилась вокруг товарища Сталина, боровшегося за ленинизм против троцкиз"
688,35,False,0.8587,pancratova_1952,1947-1953,1952,-2.3073,-1.0881,Клятва Сталина. В ответ на смерть любимого вождя товарищ Сталин от имени партии и всего советского народа дал великую клятву - выполнить ленинские зав
689,35,False,1.0,pancratova_1952,1947-1953,1952,-2.5698,-0.9417,"На II съезде Советов СССР 26 января 1924 г. товарищ Сталин говорил:«Уходя от нас, товарищ Ленин завещал нам держать высоко и хранить в чистоте великое"
690,35,False,1.0,pancratova_1952,1947-1953,1952,-2.5695,-0.9569,"Уходя от нас, товарищ Ленин завещал нам верность принципам Коммунистического Интернационала. Клянёмся тебе, товарищ Ленин, что мы не пощадим своей жиз"
691,66,False,1.0,pancratova_1952,1947-1953,1952,-1.7527,-0.8132,"Великая клятва Сталина стала программой действий партии и Советского государства, обеспечивавшей победоносное развитие нашей страны по пути социализма"
692,18,False,1.0,pancratova_1952,1947-1953,1952,-2.7474,0.4696,"Идя навстречу этой потребности, товарищ Сталин прочитал в начале апреля 1924 г. в Коммунистическом университете имени Свердлова лекции «Об основах лен"
693,6,False,1.0,pancratova_1952,1947-1953,1952,-4.0002,-1.2849,"Ленинизм не только возродил революционное учение Маркса и Энгельса, извращённое оппортунистами II Интернационала, но развил марксизм дальше, обогатив "
694,6,False,1.0,pancratova_1952,1947-1953,1952,-4.1888,-1.2417,"Перевыборы Советов показали, что в ряде районов середняк колебался в сторону кулака. Товарищ Сталин поставил задачу сплочения середняков вокруг пролет"
695,-1,True,0.0,pancratova_1952,1947-1953,1952,-3.1899,1.1692,"Укрепление союза пролетариата СССР и крестьянства национальных республик. После создания СССР русский пролетариат, укрепляя свой союз с крестьянством "
696,-1,True,0.0,pancratova_1952,1947-1953,1952,-0.6241,1.2253,"Совещание ЦК партии с ответственными работниками национальных республик и областей, происходившее в июне 1923 г. под руководством тозарища Сталина, да"
697,7,False,0.6822,pancratova_1952,1947-1953,1952,-2.8521,0.7656,"Оценивая значение национального размежевания, товарищ Сталин писал: «Теперь настал момент, когда появилась возможность воссоединить эти разорванные ку"
698,29,False,0.8483,pancratova_1952,1947-1953,1952,-3.4471,0.1084,"Обосновывая и развивая учение Ленина о возможности победы социализма в нашей стране, товарищ Сталин указывал на то, что следует различать две стороны "
699,25,False,1.0,pancratova_1952,1947-1953,1952,-4.3845,0.845,"Ленин и Сталин учат, что крупная промышленность служит материальной основой социализма, экономической базой диктатуры рабочего класса. Рост промышленн"
700,-1,True,0.0,pancratova_1952,1947-1953,1952,-3.7585,0.3563,В мае 1925 г. товарищ Сталин в своём докладе об итогах конференции обосновал и развил ленинское учение о возможности победы социализма и сформулировал
701,-1,True,0.0,pancratova_1952,1947-1953,1952,-0.1632,-0.3616,Партия и советский народ понесли тяжёлую утрату. После смерти М. в. Фрунзе на пост народного комиссара по военным и морским делам был назначен герой г
702,29,False,0.782,pancratova_1952,1947-1953,1952,-4.1209,0.2201,В декабре 1925 г. открылся XIV съезд партии. Товарищ Сталин в своём докладе поставил перед партией ближайшую задачу - превратить нашу страну из аграрн
703,43,False,0.9786,pancratova_1952,1947-1953,1952,-4.7749,1.7751,Создание промышленных предприятий требовало огромных средств. Капиталистические страны обычно строили свою индустрию за счёт притока средств извне - з
704,25,False,0.7184,pancratova_1952,1947-1953,1952,-4.4424,1.2548,В капиталистических странах индустриализация обычно начинается с развития лёгкой промышленности. Только после того как лёгкая промышленность накопит н
705,53,False,1.0,pancratova_1952,1947-1953,1952,-5.6063,1.8867,"Строительство этой станции было начато, по предложению Ленина, ешё в 1918 г. В 1927 г. была открыта Закавказская районная гидроэлектростанция, давшая "
706,53,False,0.8047,pancratova_1952,1947-1953,1952,-5.4249,2.0107,"Успехи индустриализации в национальных республиках. Капиталистическая индустриализация осуществляется, в основном, за счёт эксплуатации колониальных н"
707,-1,True,0.0,pancratova_1952,1947-1953,1952,1.5468,-0.3763,"Провокации империалистов и их троцкистской агентуры. Социалистическая индустриализация встречала сопротивление капиталистических элементов в стране, н"
708,-1,True,0.0,pancratova_1952,1947-1953,1952,-0.4148,1.1375,"Троцкисты организовали свою нелегальную партию капиталистической реставрации. Они имели свои руководящие центры, тайные типографии, создавали нелегаль"
709,-1,True,0.0,pancratova_1952,1947-1953,1952,-3.5013,0.6254,"Характеризуя международное положение СССР к концу 1927 г., товарищ Сталин говорил: «Усиление интервенционистских тенденций в лагере империалистов и уг"
710,30,False,0.714,pancratova_1952,1947-1953,1952,-5.5637,0.7688,§ 59. ПЕРВЫЙ ПЯТИЛЕТНИЙ ПЛАНКурс на коллективизацию. Десятилетие пролетарской диктатуры было отмечено большими достижениями в социалистической индустр
711,30,False,0.6224,pancratova_1952,1947-1953,1952,-4.8884,0.0702,"Развивая кооперативный план Ленина, товарищ Сталин создал теорию коллективизации сельского хозяйства. Эта теория раскрыла конкретные пути и формы пере"
712,56,False,0.8144,pancratova_1952,1947-1953,1952,-5.2549,1.7763,Задачи первой пятилетки. Успешное завершение работы по восстановлению народного хозяйства позволило практически перейти к осуществлению социалистическ
713,-1,True,0.0,pancratova_1952,1947-1953,1952,-3.8432,0.5834,"Оценивая значение перехода к пятилетнему плану, товарищ Сталин говорил: «Наши планы есть не планьы-прогнозы, не планы-догадки, а планы-директивы, кото"
714,-1,True,0.0,pancratova_1952,1947-1953,1952,-4.5655,0.3079,"Для создания экономической базы социализма необходимо было не только осуществить индустриализацию страны, но преобразовать на социалистических основах"
715,56,False,1.0,pancratova_1952,1947-1953,1952,-5.1048,1.4001,"В апреле 1929 г. на XVI партийной конференции был утверждён первый пятилетний план, разработанный под руководством товарища Сталина. Размер капитальны"
716,29,False,0.782,pancratova_1952,1947-1953,1952,-4.3652,-0.0372,Центральный Комитет большевистской партии призвал все партийные организации и всех рабочих извлечь уроки из шахтин-ского дела и развернуть широкую сам
717,27,False,1.0,pancratova_1952,1947-1953,1952,-1.4339,0.2685,Наступление партии против кулачества вызвало открытое выступление в зашиту кулака со стороны бухаринско-рыковской группы предателей и капитулянтов. Бу
718,6,False,1.0,pancratova_1952,1947-1953,1952,-3.7506,-1.2499,"Партия дала решительный отпор правым, как агентуре кулака в партии, «...победа правого уклона в нашей партии, - говорил товарищ Сталин, - развязала бы"
719,-1,True,0.0,pancratova_1952,1947-1953,1952,-4.7608,0.881,"Год великого перелома. Грандиозные задачи, поставленные пятилеткой, вызвали новый мощный трудовой подъём и широкую волну социалистического соревновани"
720,-1,True,0.0,pancratova_1952,1947-1953,1952,-1.3744,-0.9235,"Во главе строительства тяжёлой индустрии стоял старый большевик, ученик Ленина и Сталина, Г. К- Орджоникидзе (1886 - 1937). В период гражданской войны"
721,30,False,1.0,pancratova_1952,1947-1953,1952,-6.0636,0.7257,"В 1928 г. посевная площадь колхозов составляла 1 390 тыс. га, а в 1929 г. - 4 262 тыс. га. В этом году совхозы и колхозы дали 400 млн. пудов хлеба, из"
722,-1,True,0.0,pancratova_1952,1947-1953,1952,-3.9867,1.3838,Глава XVСССР В ПЕРИОД БОРЬБЫ ЗА КОЛЛЕКТИВИЗАЦИЮ СЕЛЬСКОГО ХОЗЯЙСТВА (1930-1934)60. БОРЬБА ЗА СОЦИАЛИСТИЧЕСКУЮ ПЕРЕДЕЛКУ КРЕСТЬЯНСКОГО ХОЗЯЙСТВАНовые п
723,-1,True,0.0,pancratova_1952,1947-1953,1952,-4.5662,0.1621,В исторической речи на конференции аграрников-марксистов в декабре 1929 г. товарищ Сталин говорил: «Теперь мы имеем возможность повести решительное на
724,30,False,1.0,pancratova_1952,1947-1953,1952,-5.6101,0.4284,"Учитывая неодинаковую подготовленность разных районов к коллективизации, ЦК ВКП(б) в специальном постановлении от 5 января 1930 г. «О темпе коллективи"
725,30,False,0.698,pancratova_1952,1947-1953,1952,-6.0591,0.1037,На основании этого решения ЦК ВКП(б) и СНК СССР приняли в феврале 1930 г. постановление о запрещении наёмного труда в единоличных крестьянских хозяйст
726,30,False,1.0,pancratova_1952,1947-1953,1952,-5.9997,-0.0913,"Кулаки оказывали коллективизации отчаянное сопротивление. Они убивали активных борцов за колхозы, поджигали колхозное имущество, агитировали за массов"
727,30,False,1.0,pancratova_1952,1947-1953,1952,-5.9154,-0.1364,Партии и правительству приходилось преодолевать огромные трудности. Некоторые советские и партийные работники вместо терпеливого разъяснения политики 
728,30,False,0.949,pancratova_1952,1947-1953,1952,-5.2268,-0.0129,"Эти грубейшие и вреднейшие перегибы угрожали дискредитировать колхозное движение в глазах крестьян, угрожали нарушить союз рабочего класса и крестьянс"
729,30,False,1.0,pancratova_1952,1947-1953,1952,-6.1446,0.7135,План коллективизации был перевыполнен. На 1 мая 1930 г. в основных зерновых районах коллективизация охватила 40 - 50% крестьянских хозяйств. Посевные 
730,-1,True,0.0,pancratova_1952,1947-1953,1952,-1.382,0.8143,"Обострением классовой борьбы в деревне стремились воспользоваться подпольные контрреволюционные организации, не имевшие опоры в массах и действовавшие"
731,6,False,1.0,pancratova_1952,1947-1953,1952,-4.3079,-1.0402,Товарищ Сталин в своём выступлении в феврале 1931 г. на Первой Всесоюзной конференции работников социалистической промышленности осудил эту вредную не
732,-1,True,0.0,pancratova_1952,1947-1953,1952,-4.6019,0.1038,"Товарищ Сталин указал, что большевики должны овладеть техникой. Техника в период реконструкции решает всё. В ответ на возражения, что овладеть технико"
733,29,False,0.782,pancratova_1952,1947-1953,1952,-4.3877,0.1447,"Выполняя указания товарища Сталина, партия и рабочий класс стали выдвигать и обучать кадры новых, советских, специалистов. Постепенно создавалась нова"
734,48,False,0.5447,pancratova_1952,1947-1953,1952,-5.7161,1.441,План пятилетнего развития народного хозяйства намечалось выполнить за период с 1928 по 1933 г. Но рабочие выдвинули лозунг: «Пятилетка - в четыре года
735,48,False,0.4588,pancratova_1952,1947-1953,1952,-5.1713,1.2995,"Громадную роль в деле перестройки всей хозяйственной работы на новый лад сыграли шесть условий успехов производства, которые товарищ Сталин выдвинул н"
736,-1,True,0.0,pancratova_1952,1947-1953,1952,-4.3114,-0.0077,В качестве первого условия успешного развития промышленности товарищ Сталин выставил требование организованного набора рабочей силы на основе заключен
737,6,False,1.0,pancratova_1952,1947-1953,1952,-4.4301,-0.9187,"Наконец, шестым условием развития промышленности товарищ Сталин поставил требование внедрить и укрепить хозяйственный расчёт и поднять внутрипромышлен"
738,53,False,1.0,pancratova_1952,1947-1953,1952,-5.6974,1.8353,"В феврале 1931 г. был выпущен первый советский трактор на Челябинском заводе, а в августе - первые тракторы на Харьковском тракторном заводе. На Ижевс"
739,48,False,1.0,pancratova_1952,1947-1953,1952,-6.0152,1.7378,"Четвёртый год пятилетки был назван «четвёртым, завершающим». Он вызвал новый небывалый подъём социалистического соревнования. В мае 1932 г. забойщик г"
740,-1,True,0.0,pancratova_1952,1947-1953,1952,-4.7867,0.9113,"В итоге первой пятилетки, в итоге героической борьбы рабочего класса под руководством партии Ленина - Сталина был построен фундамент социалистической "
741,30,False,0.6115,pancratova_1952,1947-1953,1952,-5.6965,0.2159,"Деревня получила тракторы, комбайны и новейший сельскохозяйственный инвентарь. Сельское хозяйство СССР, вооружённое новейшей техникой, превратилось в "
742,6,False,1.0,pancratova_1952,1947-1953,1952,-4.564,-0.8138,"Большую роль в укреплении колхозов сыграл I Всесоюзный съезд колхозников-ударников (февраль 1933 г.) и выступление на нём товарища Сталина, выдвинувше"
743,6,False,1.0,pancratova_1952,1947-1953,1952,-4.2116,-1.1441,"Победа сталинской пятилетки показала преимущества социалистической системы хозяйства.«Итоги пятилетки, - говорил товарищ Сталин в своём докладе на объ"
744,-1,True,0.0,pancratova_1952,1947-1953,1952,-3.7568,0.4055,"Характеризуя международное значение пятилетки, товарищ Сталин указывал, что пятилетка является не частным делом Советского Союза, а делом всего междун"
745,13,False,1.0,pancratova_1952,1947-1953,1952,-2.9093,0.3529,"Доклад товарища Сталина на съезде явился, по выражению С. М. Кирова, самым ярким документом эпохи. В этом докладе была дана картина великой социалисти"
746,17,False,0.8408,pancratova_1952,1947-1953,1952,-1.3707,0.8234,"На XVII съезде выступили с покаянными речами Бухарин, Рыков, Томский, Каменев, Зиновьев. Но их речи были лишь двурушнической маскировкой врагов народа"
747,23,False,1.0,pancratova_1952,1947-1953,1952,0.1019,1.4568,"Первой жертвой троцкистско-зиновьевских бандитов стал любимец партии и рабочего класса Сергей Миронович Киров, предательски убитый из-за угла зиновьев"
748,-1,True,0.0,pancratova_1952,1947-1953,1952,-2.7905,-1.559,"За великого Сталина! Вперёд!» - с таким лозунгом бойцы шли в наступление. Коммунисты и комсомольцы были впереди. Беспартийные прямо в окопах, в боевой"
749,-1,True,0.0,pancratova_1952,1947-1953,1952,-4.3261,2.5758,"Вторая пятилетка социализма (1933 - 1937). В то время как мир капитализма переживал новое обострение экономического кризиса, а затем затяжной депресси"
750,53,False,1.0,pancratova_1952,1947-1953,1952,-5.4513,1.9407,"Выполнение задач второй пятилетки социализма шло быстро и успешно. Капитальные вложения в промышленность возросли до 65,8 миллиарда рублей, из них 54,"
751,53,False,0.7244,pancratova_1952,1947-1953,1952,-5.4362,1.64,К I апреля 1937 г. вторая пятилетка в промышленности была выполнена досрочно - в 4 года и 3 месяца. Уже в первой пятилетке СССР обогнал по объёму пром
752,53,False,1.0,pancratova_1952,1947-1953,1952,-5.5448,1.929,"Один Магнитогорский завод плавил чугуна в 2‘/2 раза больше, чем вся Польша. Особенно быстрыми темпами росла во второй пятилетке промышленность в совет"
753,53,False,1.0,pancratova_1952,1947-1953,1952,-5.5134,1.8451,В годы двух сталинских пятилеток был заново реконструирован советский транспорт. Производство паровозов самых усовершенствованных систем возросло с 19
754,30,False,1.0,pancratova_1952,1947-1953,1952,-6.0358,0.6949,"За годы двух сталинских пятилеток была завершена также и техническая реконструкция сельского хозяйства. Оно превратилось не только в самое крупное, но"
755,30,False,1.0,pancratova_1952,1947-1953,1952,-6.2332,0.6867,"Коллективизация сельского хозяйства в основном была завершена. В колхозах находилось в 1937 г. 18,5 млн. крестьянских дворов, что составляло 93% всех "
756,-1,True,0.0,pancratova_1952,1947-1953,1952,-5.1878,1.0713,Стахановское движение. Партия во главе с товарищем Сталиным подняла массы на борьбу за освоение новой техники. Лозунг освоения техники стал ведущим ло
757,6,False,1.0,pancratova_1952,1947-1953,1952,-4.3474,-0.8372,"В своём выступлении на выпуске академиков Красной Армии в мае 1935 г товарищ Сталин сказал: «Техника без людей, овладевших техникой, - мертва. Техника"
758,6,False,1.0,pancratova_1952,1947-1953,1952,-4.3585,-1.1807,"На I Всесоюзном совещании стахановцев, открывшемся в Кремле в ноябре 1935 г., товарищ Сталин показал, что стахановское движение выросло на основе успе"
759,29,False,0.8119,pancratova_1952,1947-1953,1952,-3.91,0.1109,"Отсюда высокие нормы выработки. Отсюда герои и героини труда» (С т а л и н, Вопросы ленинизма, изд. II, ). Товарищ Сталин назвал стахановцев новаторам"
760,30,False,1.0,pancratova_1952,1947-1953,1952,-5.8183,0.328,В годы второй пятилетки окончательно укрепился колхозный строй. Исключительное значение для подъёма н расцвета колхозов имел устав сельскохозяйственно
761,-1,True,0.0,pancratova_1952,1947-1953,1952,1.3925,-0.0952,"Ликвидация остатков троцкистско-бухаринских шпионов, вредителей, изменников родины. Подготовляя войну против СССР, империалистические государства испо"
762,-1,True,0.0,pancratova_1952,1947-1953,1952,0.3051,1.0446,"Выполняя волю своих хозяев - иностранных буржуазных разведок, троцкисты и бухаринцы ставили своей целью подрыв обороны страны, облегчение иностранной "
763,14,False,0.609,pancratova_1952,1947-1953,1952,-1.1053,2.3122,"Замаскировавшиеся враги народа могли так долго оставаться неразоблачёнными потому, что многие члены партии были политически беспечны и недостаточно бд"
764,46,False,1.0,pancratova_1952,1947-1953,1952,-2.7595,-0.734,"Товарищ Сталин указал на необходимость немедленной ликвидации политической беспечности и, вскрывая её причины, подчеркнул, что многие товарищи забыли "
765,8,False,0.8494,pancratova_1952,1947-1953,1952,-3.516,1.077,"§ 62. ВЕЛИКАЯ СТАЛИНСКАЯ КОНСТИТУЦИЯГрандиозные социально-экономические перемены в стране, выразившиеся в построении в основном социалистического обще"
766,8,False,0.9153,pancratova_1952,1947-1953,1952,-3.3054,0.8843,"В июне 1936 г. ЦИК СССР утвердил проект Сталинской Конституции и передал его на всенародное обсуждение, чтобы рабочие, колхозники, советская интеллиге"
767,29,False,0.782,pancratova_1952,1947-1953,1952,-4.0698,0.1364,"В докладе о проекте Конституции товарищ Сталин подвёл величественные итоги строительства социализма в СССР. За 12 лет (с 1924 г., когда была принята п"
768,-1,True,0.0,pancratova_1952,1947-1953,1952,-3.2264,0.8469,"В отношениях между народами СССР исчезло «...чувство взаимного недоверия, развилось в них чувство взаимной дружбы и наладилось, таким образом, настоящ"
769,6,False,1.0,pancratova_1952,1947-1953,1952,-3.8706,-1.6403,"Советский Союз объединяет около 60 наций, национальных групп и народностей, которые в условиях победы социализма превратились в новые социалистические"
770,8,False,0.7134,pancratova_1952,1947-1953,1952,-3.2521,0.9285,"Выборы всех советских органов производятся на основе всеобщего, равного и прямого избирательного права при тайном голосовании. Сталинская Конституция "
771,-1,True,0.0,pancratova_1952,1947-1953,1952,-3.4646,0.8177,"Все права граждан СССР Сталинская Конституция не только провозглашает (как это делается по отношению к правам граждан буржуазными конституциями), но и"
772,6,False,1.0,pancratova_1952,1947-1953,1952,-3.7901,-1.4712,"Своим первым кандидатом в депутаты города, колхозы, национальные республики единогласно выставляли вождя народов, творца Конституции, своего любимого "
773,6,False,1.0,pancratova_1952,1947-1953,1952,-4.0097,-1.4289,"Говоря о правах и обязанностях избирателей, товарищ Сталин указал также, каким должен быть избираемый народом депутат: «...обязанность и право избират"
774,6,False,1.0,pancratova_1952,1947-1953,1952,-3.9083,-1.4757,"Выборы в Верховный Совет первого созыва явились могущественной демонстрацией морально-политического единства советского народа, его теснейшего сплочен"
775,8,False,0.9305,pancratova_1952,1947-1953,1952,-3.87,1.2075,§ 63. ВСТУПЛЕНИЕ СССР В ПОЛОСУ ЗАВЕРШЕНИЯ ПОСТРОЕНИЯ СОЦИАЛИЗМАТретий пятилетний план. Великая Сталинская Конституция закрепила всемирно-исторический 
776,-1,True,0.0,pancratova_1952,1947-1953,1952,-3.5924,0.7075,"В Сталинской Конституции записаны основные устои социализма: отсутствие эксплуатации человека человеком, превращение средств производства в социалисти"
777,-1,True,0.0,pancratova_1952,1947-1953,1952,-4.4156,0.5318,"Победа двух сталинских пятилеток подготовила все условия для постепенного перехода от социализма к коммунизму, когда будет осуществлён принцип: «От ка"
778,6,False,1.0,pancratova_1952,1947-1953,1952,-4.3198,-0.9947,"В марте 1939 г. состоялся XVIII съезд партии. В своём историческом докладе на съезде товарищ Сталин показал, что построение коммунистического общества"
779,25,False,0.8701,pancratova_1952,1947-1953,1952,-4.2291,0.9604,"Нужно перегнать их также в экономическом отношении. Мы это можем сделать, и мы это должны сделать. Только в том случае, если перегоним экономически гл"
780,29,False,0.9144,pancratova_1952,1947-1953,1952,-3.5384,0.1732,"В своём докладе товарищ Сталин остановился также на важнейших теоретических вопросах, например, о государстве. Товарищ Сталин подчеркнул, что государс"
781,50,False,1.0,pancratova_1952,1947-1953,1952,-4.8655,1.2659,В докладе В. М. Молотова были подведены победоносные итоги досрочно выполненной второй пятилетки и намечен план строительства третьей сталинской пятил
782,-1,True,0.0,pancratova_1952,1947-1953,1952,-4.6037,0.7403,Трудовой и политический подъём в стране социализма. Решения XVIII съезда ВКП(б) дали в руки трудящихся нашей страны могучее оружие для дальнейших побе
783,44,False,1.0,pancratova_1952,1947-1953,1952,-1.7463,-2.5178,Званием Героя Социалистического Труда правительство наградило товарища Сталина в связи с исполнившимся в 1939 г. его 60-летием.
784,-1,True,0.0,pancratova_1952,1947-1953,1952,-2.3535,-1.4172,"Капиталистическое окружение СССР и всё возраставшая военная опасность, в связи с «вползанием» капиталистических стран во вторую мировую войну, заставл"
785,-1,True,0.0,pancratova_1952,1947-1953,1952,-4.9315,1.2513,За две сталинские пятилетки в СССР были осуществлены всеобщее обязательное начальное обучение и всеобщее семилетнее образование в городе.
786,-1,True,0.0,pancratova_1952,1947-1953,1952,-5.7636,1.2229,Количество учащихся в начальной и средней школе с 8 млн. в 1914 г. поднялось до 33 млн. к концу второй пятилетки. За 20 лет в СССР было выстроено школ
787,-1,True,0.0,pancratova_1952,1947-1953,1952,-3.0701,3.3024,"Энгельса, Ленина и Сталина из-даются миллионным итиражами. Величайшей любовью в широких массах трудящихся пользуются история нашей родины и история бо"
788,-1,True,0.0,pancratova_1952,1947-1953,1952,-1.2006,2.9957,"В Италии он написал произведения: «Мои университеты», «Дело Артамоновых», первый том «Жизни Клима Самгина». В 1928 г.Горький вернулся на родину и с эн"
789,-1,True,0.0,pancratova_1952,1947-1953,1952,-2.7757,-0.1785,"Товарищ Сталин назвал советских писателей «инженерами человеческих душ» и требовал от них создания произведений, созвучных нашей великой эпохе. На съе"
790,9,False,1.0,pancratova_1952,1947-1953,1952,-1.9911,4.0599,"М. Горького, Гомера XX века, мощно развернулось в условиях социализма. Замечательны его поэмы: «Дагестан», «Песня о товарище Сталине», «Думы о родине»"
791,9,False,1.0,pancratova_1952,1947-1953,1952,-2.4261,-1.2117,"Обновились песни народов Советского Союза. Особенно много песен складывают народные певцы, поэты и сказители о Ленине и Сталине."
792,-1,True,0.0,pancratova_1952,1947-1953,1952,-2.3935,-1.2119,"Поэты, певцы, актёры, музыканты, художники пользуются любовью и уважением советского народа. Многие из них избраны депутатами в Верховные Советы. Расц"
793,29,False,1.0,pancratova_1952,1947-1953,1952,-3.6743,-0.0533,"Это вооружает духовно наш рабочий класс, наше крестьянство, нашу трудовую интеллигенцию. Это двигает вперед и поднимает чувство законной гордости. Это"
794,-1,True,0.0,pancratova_1952,1947-1953,1952,-3.4408,0.8874,§ 65. БОРЬБА ЗА МИР В УСЛОВИЯХ ВТОРОЙ МИРОВОЙ ВОЙНЫБорьба СССР за мир. В своём докладе на XVIII съезде ВКП(б) в марте 1939 г. И. в. Сталин следующим о
795,-1,True,0.0,pancratova_1952,1947-1953,1952,-3.2145,0.5738,"Мы стоим за мирные, близкие и добрососедские отношения со всеми соседними странами, имеющими с СССР общую границу, стоим и будем стоять на этой позици"
796,51,False,0.6212,pancratova_1952,1947-1953,1952,1.9436,-1.5312,"Товарищ Сталин предложил проводить и впредь политику мира, чтобы не дать провокаторам войны втянуть СССР в конфликт.На весь мир прозвучало мудрое пред"
797,51,False,0.5991,pancratova_1952,1947-1953,1952,1.6277,-1.6707,"Оценивая историческое значение пакта о ненападении, заключённого Советским Союзом с Германией, товарищ Сталин в своей речи по радио 3 июля 1941 г. гов"
798,-1,True,0.0,pancratova_1952,1947-1953,1952,1.2775,-1.6394,"Что выиграли мы, заключив с Германией пакт о ненападении? Мы обеспечили нашей стране мир в течение полутора годов и возможность подготовки своих сил д"
799,51,False,0.9026,pancratova_1952,1947-1953,1952,2.166,-1.4118,Мирное разрешение советско-румынского конфликта по вопросу о Бессарабии. Крупнейшей победой сталинской политики мира явилось также мирное разрешение з
800,-1,True,0.0,pancratova_1952,1947-1953,1952,-2.9109,-0.4653,"Выполняя грандиозные задачи третьей сталинской пятилетки и неуклонно и твёрдо проводя политику мира, Советское правительство вместе с тем ни на минуту"
801,6,False,1.0,pancratova_1952,1947-1953,1952,-3.4898,-1.5434,"Товарищ Сталин требовал укрепления обороноспособности нашей страны. «Нужно, - писал он, - всемерно усилить и укрепить нашу Красную армию, Красный флот"
802,46,False,1.0,pancratova_1952,1947-1953,1952,-2.2095,-1.6474,Освободительный характер войны СССР с Германией. Над Советской страной нависла грозная опасность. Об этой опасности предупредил советский народ товари
803,6,False,1.0,pancratova_1952,1947-1953,1952,-3.5163,-1.5614,"Товарищ Сталин раскрыл разбойничьи планы гитлеровцев. Он показал, что победа Германии несёт народам СССР порабощение и угнетение: «Враг жесток и неумо"
804,46,False,0.9661,pancratova_1952,1947-1953,1952,-2.0563,-1.826,"Товарищ Сталин указал, что войну с гитлеровской Германией нельзя считать войной обычной. Это не только война между двумя армиями. Это - всенародная от"
805,35,False,0.8747,pancratova_1952,1947-1953,1952,-2.4318,-1.2922,Речь товарища Сталина - образец научного предвидения и одновременно программа борьбы советского народа против гитлеровской Германии. По призыву товари
806,-1,True,0.0,pancratova_1952,1947-1953,1952,-4.1598,0.398,В первые же дни войны был создан Государственный Комитет Обороны во главе с товарищем Сталиным. Под его руководством вся страна начала активно перестр
807,52,False,1.0,pancratova_1952,1947-1953,1952,-0.0492,-2.1861,Советская Армия упорно отстаивала каждую пядь советской земли. Советское командование противопоставило натиску врага сталинскую стратегию и тактику ак
808,-1,True,0.0,pancratova_1952,1947-1953,1952,0.0182,-1.8497,Фашистские варвары разрушали город артиллерийским огнём. Они отрезали водопроводные станции города и лишили защит-Генералиссимус Советского Союза Иоси
809,52,False,0.863,pancratova_1952,1947-1953,1952,0.0959,-2.2023,"Упорные бои шли по всей границе от Ледовитого океана и до Чёрного моря. Осуществляя сталинскую тактику активной обороны, Советская Армия упорно сдержи"
810,-1,True,0.0,pancratova_1952,1947-1953,1952,-0.0558,-1.9719,"Жители Москвы организовали для отпора врагу народное ополчение. Свыше 100 тысяч добровольцев ополченцев-москвичей составили новые дивизии, которые яви"
811,-1,True,0.0,pancratova_1952,1947-1953,1952,-1.5944,-1.8469,"В тот момент, когда враг прорывался к Москве, товарищ Сталин 6 ноября 1941 г. выступил на заседании Московского Совета с докладом о XXIV годовщине Вел"
812,52,False,0.9304,pancratova_1952,1947-1953,1952,0.8689,-2.2976,"Учитывая все эти факторы, товарищ Сталин предсказал неизбежный поворот всего хода войны в пользу Советского Союза и его союзников."
813,-1,True,0.0,pancratova_1952,1947-1953,1952,-2.8903,-1.7385,"На другой день, 7 ноября 1941 г., товарищ Сталин выступил на параде Советской Армии на Красной площади. Вспоминая о боевых традициях наших великих пре"
814,-1,True,0.0,pancratova_1952,1947-1953,1952,-0.367,-2.1823,Эти исторические выступления товарища Сталина вдохновили Советскую Армию и весь советский народ на новые героические подвиги. Воины Советской Армии с 
815,52,False,0.882,pancratova_1952,1947-1953,1952,0.7721,-1.9302,Приказ о наступлении был дан 6 декабря 1941 г. товарищем Сталиным. В течение 40 дней Советская Армия громила немцев под Москвой. За это время она захв
816,-1,True,0.0,pancratova_1952,1947-1953,1952,-2.9698,-1.7682,"В разгар боёв за оборону Севастополя товарищ Сталин прислал приветствие его защитникам: «Самоотверженная борьба севастопольцев, - писал он, - служит п"
817,-1,True,0.0,pancratova_1952,1947-1953,1952,-2.898,-1.7496,"Накануне празднования XXV годовщины Великой Октябрьской социалистической революции воины Сталинградского фронта написали письмо товарищу Сталину, в ко"
